CCC CCC CCC CCC BBB BBB BBB CCC CCC CCC
CCC CCC CCC CCC BBB BBB BBB BBB CCC CCC
BBB CCC CCC CCC BBB BBB BBB BBB CCC CCC
CCC CCC CCC CCC BBB BBB BBB BBB CCC CCC
BBB CCC CCC CCC BBB CCC CCC BBB CCC CCC
BBB CCC CCC CCC BBB CCC BBB BBB CCC CCC
CCC CCC CCC CCC BBB CCC CCC BBB CCC CCC
BBB CCC CCC CCC BBB CCC CCC BBB CCC CCC
CCC CCC CCC CCC BBB CCC CCC BBB CCC CCC
CCC CCC CCC CCC BBB CCC CCC CCC CCC CCC
CCC CCC CCC CCC BBB CCC CCC CCC CCC CCC
CCC CCC CCC CCC BBB CCC CCC CCC CCC CCC
CCC CCC CCC CCC BBB BBB CCC CCC CCC CCC
CCC CCC CCC CCC BBB BBB CCC CCC CCC CCC
CCC CCC CCC CCC BBB BBB CCC CCC CCC CCC
CCC CCC CCC CCC BBB BBB CCC CCC CCC CCC
CCC CCC CCC CCC BBB BBB BBB CCC CCC CCC
CCC CCC CCC CCC BBB BBB CCC CCC CCC CCC
CCC CCC CCC CCC BBB BBB CCC CCC CCC CCC
CCC CCC CCC CCC BBB BBB CCC CCC CCC CCC
CCC CCC CCC CCC BBB CCC CCC CCC CCC CCC
CCC CCC CCC CCC BBB CCC CCC CCC CCC CCC
CCC CCC CCC CCC BBB BBB CCC CCC CCC CCC
CCC CCC CCC CCC BBB BBB CCC CCC CCC CCC
CCC CCC CCC CCC BBB BBB CCC CCC CCC CCC
CCC CCC CCC CCC BBB BBB CCC CCC CCC CCC
CCC CCC CCC CCC BBB CCC CCC CCC CCC CCC
CCC CCC CCC CCC BBB CCC BBB CCC CCC CCC
CCC CCC CCC CCC BBB CCC CCC CCC CCC CCC
CCC CCC CCC CCC BBB CCC CCC CCC CCC CCC
CCC CCC CCC CCC BBB CCC CCC CCC CCC CCC
CCC CCC CCC CCC BBB CCC BBB CCC BBB CCC
CCC CCC CCC CCC BBB CCC BBB CCC BBB CCC
CCC CCC CCC CCC BBB CCC BBB CCC BBB CCC
CCC CCC CCC CCC BBB CCC BBB CCC BBB CCC
CCC CCC CCC CCC BBB CCC BBB CCC CCC CCC
CCC CCC CCC CCC BBB CCC BBB CCC CCC CCC
CCC CCC CCC CCC BBB CCC BBB CCC CCC CCC
CCC CCC CCC CCC BBB CCC BBB CCC CCC CCC
CCC CCC CCC CCC BBB CCC BBB CCC BBB CCC
CCC CCC CCC CCC BBB BBB BBB CCC BBB CCC
CCC CCC CCC CCC BBB BBB BBB CCC CCC CCC
CCC CCC CCC CCC BBB BBB BBB CCC BBB CCC
CCC CCC CCC CCC BBB BBB BBB CCC BBB CCC
CCC CCC CCC CCC BBB CCC BBB CCC CCC CCC
CCC CCC CCC CCC BBB CCC BBB CCC BBB CCC
BBB CCC CCC CCC BBB CCC BBB CCC CCC CCC
BBB CCC CCC CCC BBB CCC BBB CCC CCC CCC
BBB CCC CCC CCC BBB CCC BBB CCC CCC CCC
BBB CCC CCC CCC BBB CCC BBB CCC CCC CCC
BBB CCC CCC CCC BBB BBB BBB CCC CCC CCC
BBB CCC CCC CCC BBB BBB BBB CCC BBB CCC
BBB CCC CCC CCC BBB BBB BBB CCC BBB CCC
BBB CCC CCC CCC BBB BBB BBB CCC BBB CCC
BBB CCC CCC CCC BBB BBB BBB CCC BBB CCC
BBB CCC CCC CCC BBB CCC BBB CCC BBB CCC
BBB CCC CCC CCC BBB BBB BBB CCC BBB CCC
BBB CCC CCC CCC BBB BBB CCC CCC BBB CCC
BBB CCC CCC CCC BBB BBB BBB CCC BBB CCC
BBB CCC CCC CCC BBB BBB BBB CCC BBB CCC
BBB CCC CCC CCC BBB CCC BBB CCC BBB CCC
BBB CCC CCC CCC BBB CCC BBB CCC BBB CCC
BBB CCC CCC CCC BBB BBB BBB CCC BBB CCC
BBB CCC CCC CCC BBB BBB BBB CCC BBB CCC
BBB CCC CCC CCC BBB BBB BBB CCC BBB CCC
BBB CCC CCC CCC BBB BBB BBB CCC BBB CCC
BBB CCC CCC CCC BBB BBB BBB CCC BBB CCC
BBB CCC CCC CCC BBB BBB BBB CCC BBB CCC
BBB CCC CCC CCC BBB BBB BBB CCC BBB CCC
BBB CCC CCC CCC BBB BBB BBB CCC BBB CCC
BBB CCC CCC CCC BBB BBB BBB CCC BBB CCC
BBB CCC CCC CCC BBB BBB BBB CCC BBB CCC
BBB CCC CCC CCC BBB BBB BBB CCC BBB CCC
BBB CCC CCC CCC BBB BBB BBB CCC BBB CCC
BBB CCC CCC CCC BBB BBB BBB CCC BBB CCC
BBB CCC CCC CCC BBB BBB CCC CCC BBB CCC
BBB CCC CCC CCC BBB BBB CCC CCC BBB CCC
BBB CCC CCC CCC BBB CCC CCC CCC BBB CCC
BBB CCC CCC CCC BBB BBB CCC CCC CCC CCC
BBB CCC CCC CCC BBB BBB CCC CCC BBB CCC
BBB CCC CCC CCC BBB BBB CCC CCC BBB CCC
BBB CCC CCC CCC BBB BBB CCC CCC BBB CCC
BBB CCC CCC CCC BBB BBB CCC CCC BBB CCC
BBB CCC CCC CCC BBB BBB CCC CCC BBB CCC
BBB CCC CCC CCC BBB BBB CCC CCC BBB CCC
BBB CCC CCC CCC BBB CCC CCC CCC BBB CCC
BBB CCC CCC CCC BBB BBB CCC CCC BBB CCC
BBB CCC CCC CCC BBB CCC CCC CCC BBB CCC
BBB CCC CCC CCC BBB CCC CCC CCC BBB CCC
BBB CCC CCC CCC BBB CCC CCC CCC BBB CCC
BBB CCC CCC CCC BBB CCC CCC CCC BBB CCC
BBB CCC CCC CCC BBB CCC CCC CCC BBB CCC
BBB CCC CCC CCC BBB CCC CCC CCC BBB CCC
BBB CCC CCC CCC BBB CCC CCC CCC BBB CCC
BBB CCC CCC CCC BBB CCC CCC CCC BBB CCC
BBB CCC CCC CCC BBB CCC CCC CCC BBB CCC
BBB CCC CCC CCC BBB CCC CCC CCC BBB CCC
BBB CCC CCC CCC BBB CCC CCC CCC BBB CCC
BBB CCC CCC CCC BBB CCC CCC CCC BBB CCC
BBB CCC CCC CCC BBB CCC CCC CCC CCC CCC
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690 48690
56 59 63 56 51 44 40 42 42 43 45 40 42 36 34 28 38 47 41 47 49 57 58 58 58 45 42 47 47 52 57 65 73 76 78 78 82 86 90 93 97 87 94 97 88 93 94 83 84 84 88 88 89 89 92 94 88 95 106 107 110 111 113 113 118 113 118 109 113 120 126 123 126 123 112 106 102 98 90 87 88 96 92 85 84 78 75 79 77 72 74 72 78 81 83 87 83 83 86 84
3022998
0.12556806190410974
0.01784038543701172
